,Action,State (Before),State (After),Total Reward
443,0,[-0.248979    0.45328423  0.02540627 -1.1592355 ],[-0.23991331  0.2578406   0.00222157 -0.858696  ],443
444,0,[-0.23991331  0.2578406   0.00222157 -0.858696  ],[-0.2347565   0.06268846 -0.01495235 -0.56531537],444
445,0,[-0.2347565   0.06268846 -0.01495235 -0.56531537],[-0.23350273 -0.13222055 -0.02625866 -0.27738035],445
446,0,[-0.23350273 -0.13222055 -0.02625866 -0.27738035],[-0.23614715 -0.32695824 -0.03180627  0.00690633],446
447,0,[-0.23614715 -0.32695824 -0.03180627  0.00690633],[-0.24268632 -0.52160996 -0.03166814  0.28938675],447
448,0,[-0.24268632 -0.52160996 -0.03166814  0.28938675],[-0.25311852 -0.71626633 -0.02588041  0.57191604],448
449,0,[-0.25311852 -0.71626633 -0.02588041  0.57191604],[-0.26744384 -0.911016   -0.01444208  0.85633475],449
450,1,[-0.26744384 -0.911016   -0.01444208  0.85633475],[-0.28566417 -0.71570027  0.00268461  0.55914587],450
451,1,[-0.28566417 -0.71570027  0.00268461  0.55914587],[-0.29997817 -0.5206161   0.01386753  0.26730996],451
452,1,[-0.29997817 -0.5206161   0.01386753  0.26730996],[-0.3103905  -0.3256948   0.01921373 -0.02096697],452
453,1,[-0.3103905  -0.3256948   0.01921373 -0.02096697],[-0.3169044  -0.1308536   0.01879439 -0.30752635],453
454,1,[-0.3169044  -0.1308536   0.01879439 -0.30752635],[-0.31952146  0.06399558  0.01264386 -0.59422326],454
455,1,[-0.31952146  0.06399558  0.01264386 -0.59422326],[-3.1824154e-01  2.5893831e-01  7.5939705e-04 -8.8289678e-01],455
456,1,[-3.1824154e-01  2.5893831e-01  7.5939705e-04 -8.8289678e-01],[-0.3130628   0.45404994 -0.01689854 -1.1753409 ],456
457,0,[-0.3130628   0.45404994 -0.01689854 -1.1753409 ],[-0.30398178  0.25915158 -0.04040536 -0.88800305],457
458,0,[-0.30398178  0.25915158 -0.04040536 -0.88800305],[-0.29879874  0.06460062 -0.05816542 -0.60829073],458
459,0,[-0.29879874  0.06460062 -0.05816542 -0.60829073],[-0.29750672 -0.12966198 -0.07033123 -0.33448058],459
460,0,[-0.29750672 -0.12966198 -0.07033123 -0.33448058],[-0.30009997 -0.32371616 -0.07702084 -0.06477928],460
461,0,[-0.30009997 -0.32371616 -0.07702084 -0.06477928],[-0.30657429 -0.5176542  -0.07831643  0.20264357],461
462,0,[-0.30657429 -0.5176542  -0.07831643  0.20264357],[-0.31692737 -0.71157384 -0.07426356  0.46962994],462
463,0,[-0.31692737 -0.71157384 -0.07426356  0.46962994],[-0.33115885 -0.9055725  -0.06487096  0.73801243],463
464,0,[-0.33115885 -0.9055725  -0.06487096  0.73801243],[-0.3492703  -1.0997415  -0.05011071  1.0095946 ],464
465,0,[-0.3492703  -1.0997415  -0.05011071  1.0095946 ],[-0.37126514 -1.29416    -0.02991882  1.28613   ],465
466,1,[-0.37126514 -1.29416    -0.02991882  1.28613   ],[-0.39714834 -1.0986704  -0.00419622  0.9842319 ],466
467,1,[-0.39714834 -1.0986704  -0.00419622  0.9842319 ],[-0.41912174 -0.9034924   0.01548842  0.6902339 ],467
468,1,[-0.41912174 -0.9034924   0.01548842  0.6902339 ],[-0.43719158 -0.7085888   0.0292931   0.40246692],468
469,1,[-0.43719158 -0.7085888   0.0292931   0.40246692],[-0.45136335 -0.51389426  0.03734244  0.1191614 ],469
470,1,[-0.45136335 -0.51389426  0.03734244  0.1191614 ],[-0.46164125 -0.3193267   0.03972567 -0.16151038],470
471,1,[-0.46164125 -0.3193267   0.03972567 -0.16151038],[-0.4680278  -0.12479532  0.03649545 -0.44140097],471
472,0,[-0.4680278  -0.12479532  0.03649545 -0.44140097],[-0.4705237  -0.32041422  0.02766744 -0.13744074],472
473,0,[-0.4705237  -0.32041422  0.02766744 -0.13744074],[-0.476932   -0.5159213   0.02491862  0.16384085],473
474,0,[-0.476932   -0.5159213   0.02491862  0.16384085],[-0.4872504  -0.7113909   0.02819544  0.4642796 ],474
475,0,[-0.4872504  -0.7113909   0.02819544  0.4642796 ],[-0.5014782  -0.90689975  0.03748103  0.7657146 ],475
476,0,[-0.5014782  -0.90689975  0.03748103  0.7657146 ],[-0.5196162  -1.1025171   0.05279532  1.0699515 ],476
477,1,[-0.5196162  -1.1025171   0.05279532  1.0699515 ],[-0.54166657 -0.90813166  0.07419435  0.7942941 ],477
478,1,[-0.54166657 -0.90813166  0.07419435  0.7942941 ],[-0.5598292  -0.71410227  0.09008024  0.52584386],478
479,1,[-0.5598292  -0.71410227  0.09008024  0.52584386],[-0.5741112  -0.52035564  0.10059711  0.26285005],479
480,1,[-0.5741112  -0.52035564  0.10059711  0.26285005],[-0.5845184  -0.32680276  0.10585412  0.00351422],480
481,1,[-0.5845184  -0.32680276  0.10585412  0.00351422],[-0.5910544  -0.13334563  0.1059244  -0.2539842 ],481
482,1,[-0.5910544  -0.13334563  0.1059244  -0.2539842 ],[-0.59372133  0.06011697  0.10084471 -0.51146805],482
483,1,[-0.59372133  0.06011697  0.10084471 -0.51146805],[-0.592519    0.25368458  0.09061535 -0.77074623],483
484,1,[-0.592519    0.25368458  0.09061535 -0.77074623],[-0.58744526  0.44745043  0.07520042 -1.0335981 ],484
485,0,[-0.58744526  0.44745043  0.07520042 -1.0335981 ],[-0.5784963   0.25141332  0.05452846 -0.7182854 ],485
486,0,[-0.5784963   0.25141332  0.05452846 -0.7182854 ],[-0.573468    0.0555809   0.04016276 -0.40894994],486
487,0,[-0.573468    0.0555809   0.04016276 -0.40894994],[-0.5723564  -0.14008678  0.03198376 -0.10388041],487
488,0,[-0.5723564  -0.14008678  0.03198376 -0.10388041],[-0.5751581  -0.33565214  0.02990615  0.19871923],488
489,1,[-0.5751581  -0.33565214  0.02990615  0.19871923],[-0.58187115 -0.14097042  0.03388054 -0.08438168],489
490,1,[-0.58187115 -0.14097042  0.03388054 -0.08438168],[-0.5846906   0.05364989  0.0321929  -0.36618567],490
491,1,[-0.5846906   0.05364989  0.0321929  -0.36618567],[-0.58361757  0.24829993  0.02486919 -0.64854634],491
492,0,[-0.58361757  0.24829993  0.02486919 -0.64854634],[-0.5786516   0.05284051  0.01189826 -0.34813708],492
493,0,[-0.5786516   0.05284051  0.01189826 -0.34813708],[-0.57759476 -0.14244863  0.00493552 -0.0517261 ],493
494,0,[-0.57759476 -0.14244863  0.00493552 -0.0517261 ],[-0.58044374 -0.337641    0.003901    0.24250993],494
495,0,[-0.58044374 -0.337641    0.003901    0.24250993],[-0.5871966  -0.53281844  0.0087512   0.53642076],495
496,1,[-0.5871966  -0.53281844  0.0087512   0.53642076],[-0.59785295 -0.33782065  0.01947961  0.24650806],496
497,1,[-0.59785295 -0.33782065  0.01947961  0.24650806],[-0.6046094  -0.14298224  0.02440977 -0.03996744],497
498,1,[-0.6046094  -0.14298224  0.02440977 -0.03996744],[-0.607469    0.05178132  0.02361042 -0.32485   ],498
499,1,[-0.607469    0.05178132  0.02361042 -0.32485   ],[-0.6064334   0.24655928  0.01711342 -0.6099947 ],499
