,Action,State (Before),State (After),Total Reward
442,0,[-0.24903691 -0.6374263   0.00996068  1.0508015 ],[-0.26178545 -0.8326789   0.03097671  1.3465943 ],442
443,1,[-0.26178545 -0.8326789   0.03097671  1.3465943 ],[-0.27843902 -0.63795984  0.0579086   1.0637615 ],443
444,1,[-0.27843902 -0.63795984  0.0579086   1.0637615 ],[-0.29119822 -0.44365025  0.07918383  0.7898013 ],444
445,1,[-0.29119822 -0.44365025  0.07918383  0.7898013 ],[-0.3000712  -0.24969982  0.09497986  0.523043  ],445
446,1,[-0.3000712  -0.24969982  0.09497986  0.523043  ],[-0.3050652  -0.05603398  0.10544071  0.26173568],446
447,1,[-0.3050652  -0.05603398  0.10544071  0.26173568],[-0.3061859   0.13743721  0.11067543  0.00408278],447
448,1,[-0.3061859   0.13743721  0.11067543  0.00408278],[-0.30343714  0.33081225  0.11075708 -0.2517329 ],448
449,1,[-0.30343714  0.33081225  0.11075708 -0.2517329 ],[-0.2968209   0.5241927   0.10572243 -0.50753015],449
450,1,[-0.2968209   0.5241927   0.10572243 -0.50753015],[-0.28633705  0.71767855  0.09557182 -0.765114  ],450
451,1,[-0.28633705  0.71767855  0.09557182 -0.765114  ],[-0.27198347  0.91136366  0.08026955 -1.0262605 ],451
452,1,[-0.27198347  0.91136366  0.08026955 -1.0262605 ],[-0.2537562   1.1053305   0.05974434 -1.2926999 ],452
453,1,[-0.2537562   1.1053305   0.05974434 -1.2926999 ],[-0.2316496   1.2996444   0.03389034 -1.5660963 ],453
454,0,[-0.2316496   1.2996444   0.03389034 -1.5660963 ],[-0.2056567   1.1041342   0.00256841 -1.2630377 ],454
455,0,[-0.2056567   1.1041342   0.00256841 -1.2630377 ],[-0.18357404  0.90897954 -0.02269234 -0.9695515 ],455
456,0,[-0.18357404  0.90897954 -0.02269234 -0.9695515 ],[-0.16539444  0.71416944 -0.04208337 -0.68408257],456
457,0,[-0.16539444  0.71416944 -0.04208337 -0.68408257],[-0.15111105  0.5196563  -0.05576502 -0.40494   ],457
458,0,[-0.15111105  0.5196563  -0.05576502 -0.40494   ],[-0.14071792  0.32536766 -0.06386382 -0.13034655],458
459,0,[-0.14071792  0.32536766 -0.06386382 -0.13034655],[-0.13421057  0.13121593 -0.06647076  0.14152415],459
460,0,[-0.13421057  0.13121593 -0.06647076  0.14152415],[-0.13158625 -0.06289417 -0.06364027  0.4125183 ],460
461,0,[-0.13158625 -0.06289417 -0.06364027  0.4125183 ],[-0.13284414 -0.25705898 -0.05538991  0.6844783 ],461
462,1,[-0.13284414 -0.25705898 -0.05538991  0.6844783 ],[-0.13798532 -0.06121351 -0.04170034  0.37488434],462
463,1,[-0.13798532 -0.06121351 -0.04170034  0.37488434],[-0.13920958  0.1344752  -0.03420265  0.06935011],463
464,1,[-0.13920958  0.1344752  -0.03420265  0.06935011],[-0.13652009  0.33007038 -0.03281565 -0.2339247 ],464
465,1,[-0.13652009  0.33007038 -0.03281565 -0.2339247 ],[-0.12991868  0.52564543 -0.03749415 -0.53677547],465
466,1,[-0.12991868  0.52564543 -0.03749415 -0.53677547],[-0.11940576  0.72127396 -0.04822965 -0.8410327 ],466
467,1,[-0.11940576  0.72127396 -0.04822965 -0.8410327 ],[-0.10498028  0.91701996 -0.06505031 -1.1484842 ],467
468,0,[-0.10498028  0.91701996 -0.06505031 -1.1484842 ],[-0.08663989  0.7228047  -0.08802    -0.8768889 ],468
469,0,[-0.08663989  0.7228047  -0.08802    -0.8768889 ],[-0.07218379  0.5289822  -0.10555777 -0.6131251 ],469
470,0,[-0.07218379  0.5289822  -0.10555777 -0.6131251 ],[-0.06160415  0.33548146 -0.11782027 -0.3554659 ],470
471,0,[-0.06160415  0.33548146 -0.11782027 -0.3554659 ],[-0.05489452  0.14221454 -0.12492959 -0.10213438],471
472,0,[-0.05489452  0.14221454 -0.12492959 -0.10213438],[-0.05205023 -0.05091618 -0.12697227  0.14867009],472
473,0,[-0.05205023 -0.05091618 -0.12697227  0.14867009],[-0.05306855 -0.24401283 -0.12399887  0.39875376],473
474,0,[-0.05306855 -0.24401283 -0.12399887  0.39875376],[-0.05794881 -0.43717763 -0.1160238   0.6499139 ],474
475,0,[-0.05794881 -0.43717763 -0.1160238   0.6499139 ],[-0.06669236 -0.63050866 -0.10302552  0.90392625],475
476,0,[-0.06669236 -0.63050866 -0.10302552  0.90392625],[-0.07930253 -0.82409567 -0.084947    1.1625311 ],476
477,1,[-0.07930253 -0.82409567 -0.084947    1.1625311 ],[-0.09578445 -0.6279765  -0.06169638  0.84446865],477
478,1,[-0.09578445 -0.6279765  -0.06169638  0.84446865],[-0.10834397 -0.43206933 -0.044807    0.5330398 ],478
479,1,[-0.10834397 -0.43206933 -0.044807    0.5330398 ],[-0.11698536 -0.23634678 -0.0341462   0.22658183],479
480,1,[-0.11698536 -0.23634678 -0.0341462   0.22658183],[-0.1217123  -0.0407539  -0.02961457 -0.07667351],480
481,1,[-0.1217123  -0.0407539  -0.02961457 -0.07667351],[-0.12252738  0.1547798  -0.03114804 -0.37855086],481
482,0,[-0.12252738  0.1547798  -0.03114804 -0.37855086],[-0.11943178 -0.03988626 -0.03871906 -0.09584944],482
483,0,[-0.11943178 -0.03988626 -0.03871906 -0.09584944],[-0.12022951 -0.2344325  -0.04063604  0.18437064],483
484,0,[-0.12022951 -0.2344325  -0.04063604  0.18437064],[-0.12491816 -0.42895016 -0.03694863  0.46396255],484
485,1,[-0.12491816 -0.42895016 -0.03694863  0.46396255],[-0.13349716 -0.23332609 -0.02766938  0.1598663 ],485
486,1,[-0.13349716 -0.23332609 -0.02766938  0.1598663 ],[-0.13816369 -0.03781916 -0.02447206 -0.14141561],486
487,1,[-0.13816369 -0.03781916 -0.02447206 -0.14141561],[-0.13892007  0.15764457 -0.02730037 -0.44171748],487
488,1,[-0.13892007  0.15764457 -0.02730037 -0.44171748],[-0.13576718  0.353142   -0.03613472 -0.7428797 ],488
489,1,[-0.13576718  0.353142   -0.03613472 -0.7428797 ],[-0.12870432  0.5487436  -0.05099231 -1.0467118 ],489
490,1,[-0.12870432  0.5487436  -0.05099231 -1.0467118 ],[-0.11772946  0.7445039  -0.07192655 -1.3549558 ],490
491,0,[-0.11772946  0.7445039  -0.07192655 -1.3549558 ],[-0.10283938  0.55035454 -0.09902567 -1.085613  ],491
492,0,[-0.10283938  0.55035454 -0.09902567 -1.085613  ],[-0.09183229  0.35666835 -0.12073793 -0.825573  ],492
493,0,[-0.09183229  0.35666835 -0.12073793 -0.825573  ],[-0.08469892  0.16338627 -0.13724938 -0.57317126],493
494,0,[-0.08469892  0.16338627 -0.13724938 -0.57317126],[-0.0814312  -0.0295715  -0.14871281 -0.3266812 ],494
495,0,[-0.0814312  -0.0295715  -0.14871281 -0.3266812 ],[-0.08202263 -0.22229785 -0.15524644 -0.08434305],495
496,0,[-0.08202263 -0.22229785 -0.15524644 -0.08434305],[-0.08646858 -0.4148931  -0.1569333   0.15561609],496
497,0,[-0.08646858 -0.4148931  -0.1569333   0.15561609],[-0.09476645 -0.6074607  -0.15382098  0.3949686 ],497
498,0,[-0.09476645 -0.6074607  -0.15382098  0.3949686 ],[-0.10691566 -0.80010366 -0.1459216   0.635476  ],498
499,0,[-0.10691566 -0.80010366 -0.1459216   0.635476  ],[-0.12291773 -0.9929215  -0.13321207  0.87888   ],499
