,Action,State (Before),State (After),Total Reward
436,0,[ 0.82050264 -0.1816114  -0.10745949  0.05860211],[ 0.81687045 -0.3750416  -0.10628744  0.31554148],436
437,0,[ 0.81687045 -0.3750416  -0.10628744  0.31554148],[ 0.8093696  -0.5685017  -0.09997661  0.5729043 ],437
438,0,[ 0.8093696  -0.5685017  -0.09997661  0.5729043 ],[ 0.79799956 -0.7620902  -0.08851853  0.8324929 ],438
439,1,[ 0.79799956 -0.7620902  -0.08851853  0.8324929 ],[ 0.78275776 -0.5658774  -0.07186867  0.51333547],439
440,1,[ 0.78275776 -0.5658774  -0.07186867  0.51333547],[ 0.7714402  -0.36982068 -0.06160196  0.19889839],440
441,1,[ 0.7714402  -0.36982068 -0.06160196  0.19889839],[ 0.7640438  -0.17387423 -0.05762399 -0.11256332],441
442,1,[ 0.7640438  -0.17387423 -0.05762399 -0.11256332],[ 0.7605663   0.02202405 -0.05987526 -0.42285508],442
443,1,[ 0.7605663   0.02202405 -0.05987526 -0.42285508],[ 0.7610068   0.21794088 -0.06833236 -0.73379654],443
444,1,[ 0.7610068   0.21794088 -0.06833236 -0.73379654],[ 0.7653656   0.41393703 -0.0830083  -1.0471787 ],444
445,0,[ 0.7653656   0.41393703 -0.0830083  -1.0471787 ],[ 0.7736443   0.22000894 -0.10395187 -0.7816646 ],445
446,0,[ 0.7736443   0.22000894 -0.10395187 -0.7816646 ],[ 0.7780445   0.02645772 -0.11958516 -0.52341187],446
447,0,[ 0.7780445   0.02645772 -0.11958516 -0.52341187],[ 0.7785737  -0.16679613 -0.1300534  -0.27067563],447
448,0,[ 0.7785737  -0.16679613 -0.1300534  -0.27067563],[ 0.77523774 -0.35984558 -0.1354669  -0.02167491],448
449,0,[ 0.77523774 -0.35984558 -0.1354669  -0.02167491],[ 0.76804084 -0.552791   -0.13590041  0.22538608],449
450,0,[ 0.76804084 -0.552791   -0.13590041  0.22538608],[ 0.756985   -0.7457354  -0.13139269  0.47230238],450
451,0,[ 0.756985   -0.7457354  -0.13139269  0.47230238],[ 0.7420703  -0.93878067 -0.12194664  0.7208559 ],451
452,1,[ 0.7420703  -0.93878067 -0.12194664  0.7208559 ],[ 0.72329473 -0.7422016  -0.10752952  0.3924136 ],452
453,1,[ 0.72329473 -0.7422016  -0.10752952  0.3924136 ],[ 0.7084507  -0.5457311  -0.09968125  0.06785716],453
454,1,[ 0.7084507  -0.5457311  -0.09968125  0.06785716],[ 0.69753605 -0.3493318  -0.09832411 -0.25453717],454
455,1,[ 0.69753605 -0.3493318  -0.09832411 -0.25453717],[ 0.69054943 -0.15295348 -0.10341485 -0.5765426 ],455
456,1,[ 0.69054943 -0.15295348 -0.10341485 -0.5765426 ],[ 0.68749034  0.04345442 -0.1149457  -0.8999303 ],456
457,1,[ 0.68749034  0.04345442 -0.1149457  -0.8999303 ],[ 0.68835944  0.23993064 -0.13294432 -1.2264194 ],457
458,0,[ 0.68835944  0.23993064 -0.13294432 -1.2264194 ],[ 0.69315803  0.04674677 -0.1574727  -0.9781713 ],458
459,0,[ 0.69315803  0.04674677 -0.1574727  -0.9781713 ],[ 0.694093   -0.14595357 -0.17703612 -0.73880315],459
460,0,[ 0.694093   -0.14595357 -0.17703612 -0.73880315],[ 0.6911739  -0.33824667 -0.19181219 -0.50664896],460
461,0,[ 0.6911739  -0.33824667 -0.19181219 -0.50664896],[ 0.68440896 -0.53022194 -0.20194517 -0.28001478],461
462,0,[ 0.68440896 -0.53022194 -0.20194517 -0.28001478],[ 0.6738045  -0.7219767  -0.20754546 -0.057197  ],462
463,0,[ 0.6738045  -0.7219767  -0.20754546 -0.057197  ],[ 0.659365   -0.9136122  -0.2086894   0.16350609],463
464,0,[ 0.659365   -0.9136122  -0.2086894   0.16350609],[ 0.6410928  -1.1052309  -0.20541929  0.3837877 ],464
465,0,[ 0.6410928  -1.1052309  -0.20541929  0.3837877 ],[ 0.61898816 -1.2969347  -0.19774352  0.60532826],465
466,0,[ 0.61898816 -1.2969347  -0.19774352  0.60532826],[ 0.59304947 -1.4888225  -0.18563697  0.8297922 ],466
467,0,[ 0.59304947 -1.4888225  -0.18563697  0.8297922 ],[ 0.563273   -1.6809878  -0.16904111  1.0588235 ],467
468,1,[ 0.563273   -1.6809878  -0.16904111  1.0588235 ],[ 0.52965325 -1.4840792  -0.14786464  0.7182089 ],468
469,1,[ 0.52965325 -1.4840792  -0.14786464  0.7182089 ],[ 0.49997166 -1.2872542  -0.13350047  0.38287905],469
470,1,[ 0.49997166 -1.2872542  -0.13350047  0.38287905],[ 0.47422656 -1.0905144  -0.12584288  0.05126258],470
471,0,[ 0.47422656 -1.0905144  -0.12584288  0.05126258],[ 0.45241627 -1.2836283  -0.12481763  0.30174255],471
472,0,[ 0.45241627 -1.2836283  -0.12481763  0.30174255],[ 0.42674372 -1.4767708  -0.11878278  0.55260116],472
473,0,[ 0.42674372 -1.4767708  -0.11878278  0.55260116],[ 0.3972083  -1.6700419  -0.10773076  0.805625  ],473
474,0,[ 0.3972083  -1.6700419  -0.10773076  0.805625  ],[ 0.36380747 -1.8635352  -0.09161826  1.0625707 ],474
475,1,[ 0.36380747 -1.8635352  -0.09161826  1.0625707 ],[ 0.32653677 -1.6673275  -0.07036684  0.7425955 ],475
476,1,[ 0.32653677 -1.6673275  -0.07036684  0.7425955 ],[ 0.2931902  -1.4713085  -0.05551494  0.42862377],476
477,1,[ 0.2931902  -1.4713085  -0.05551494  0.42862377],[ 0.26376402 -1.275446   -0.04694246  0.11896974],477
478,1,[ 0.26376402 -1.275446   -0.04694246  0.11896974],[ 0.23825511 -1.0796841  -0.04456307 -0.1881458 ],478
479,1,[ 0.23825511 -1.0796841  -0.04456307 -0.1881458 ],[ 0.21666144 -0.88395387 -0.04832598 -0.4945469 ],479
480,1,[ 0.21666144 -0.88395387 -0.04832598 -0.4945469 ],[ 0.19898236 -0.68818486 -0.05821692 -0.8020598 ],480
481,1,[ 0.19898236 -0.68818486 -0.05821692 -0.8020598 ],[ 0.18521866 -0.49231493 -0.07425812 -1.1124731 ],481
482,0,[ 0.18521866 -0.49231493 -0.07425812 -1.1124731 ],[ 0.17537236 -0.68638724 -0.09650758 -0.84397876],482
483,0,[ 0.17537236 -0.68638724 -0.09650758 -0.84397876],[ 0.16164462 -0.8800691  -0.11338715 -0.5831371 ],483
484,0,[ 0.16164462 -0.8800691  -0.11338715 -0.5831371 ],[ 0.14404324 -1.0734352  -0.1250499  -0.32821485],484
485,0,[ 0.14404324 -1.0734352  -0.1250499  -0.32821485],[ 0.12257453 -1.2665757  -0.1316142  -0.07743531],485
486,0,[ 0.12257453 -1.2665757  -0.1316142  -0.07743531],[ 0.09724302 -1.4595894  -0.1331629   0.17099828],486
487,0,[ 0.09724302 -1.4595894  -0.1331629   0.17099828],[ 0.06805123 -1.652579   -0.12974294  0.4188855 ],487
488,0,[ 0.06805123 -1.652579   -0.12974294  0.4188855 ],[ 0.03499965 -1.8456466  -0.12136523  0.66801554],488
489,0,[ 0.03499965 -1.8456466  -0.12136523  0.66801554],[-1.9132813e-03 -2.0388906e+00 -1.0800491e-01  9.2015535e-01],489
490,0,[-1.9132813e-03 -2.0388906e+00 -1.0800491e-01  9.2015535e-01],[-0.04269109 -2.2324002  -0.08960181  1.1770366 ],490
491,0,[-0.04269109 -2.2324002  -0.08960181  1.1770366 ],[-0.0873391  -2.4262512  -0.06606108  1.4403392 ],491
492,0,[-0.0873391  -2.4262512  -0.06606108  1.4403392 ],[-0.13586412 -2.6205     -0.03725429  1.7116692 ],492
493,1,[-0.13586412 -2.6205     -0.03725429  1.7116692 ],[-0.18827412 -2.4249709  -0.00302091  1.4076284 ],493
494,1,[-0.18827412 -2.4249709  -0.00302091  1.4076284 ],[-0.23677354 -2.2298114   0.02513166  1.1140026 ],494
495,1,[-0.23677354 -2.2298114   0.02513166  1.1140026 ],[-0.28136978 -2.0350285   0.04741171  0.82930815],495
496,1,[-0.28136978 -2.0350285   0.04741171  0.82930815],[-0.32207033 -1.8405855   0.06399787  0.55190545],496
497,1,[-0.32207033 -1.8405855   0.06399787  0.55190545],[-0.35888204 -1.646418    0.07503598  0.2800529 ],497
498,1,[-0.35888204 -1.646418    0.07503598  0.2800529 ],[-0.39181042 -1.4524422   0.08063705  0.01194778],498
499,1,[-0.39181042 -1.4524422   0.08063705  0.01194778],[-0.42085925 -1.2585636   0.080876   -0.25424334],499
