,Action,State (Before),State (After),Total Reward
431,1,[ 0.03218241  0.7624798   0.08366596 -0.92018616],[ 0.04743201  0.9563774   0.06526224 -1.1854461 ],431
432,0,[ 0.04743201  0.9563774   0.06526224 -1.1854461 ],[ 0.06655955  0.76047254  0.04155331 -0.87304085],432
433,0,[ 0.06655955  0.76047254  0.04155331 -0.87304085],[ 0.081769    0.56481093  0.0240925  -0.5675887 ],433
434,0,[ 0.081769    0.56481093  0.0240925  -0.5675887 ],[ 0.09306522  0.36935946  0.01274072 -0.26741403],434
435,0,[ 0.09306522  0.36935946  0.01274072 -0.26741403],[0.10045241 0.17405802 0.00739244 0.02926003],435
436,0,[0.10045241 0.17405802 0.00739244 0.02926003],[ 0.10393357 -0.02116916  0.00797764  0.32426617],436
437,0,[ 0.10393357 -0.02116916  0.00797764  0.32426617],[ 0.10351019 -0.21640378  0.01446297  0.6194542 ],437
438,0,[ 0.10351019 -0.21640378  0.01446297  0.6194542 ],[ 0.09918211 -0.41172472  0.02685205  0.9166569 ],438
439,0,[ 0.09918211 -0.41172472  0.02685205  0.9166569 ],[ 0.09094762 -0.60719925  0.04518519  1.2176566 ],439
440,1,[ 0.09094762 -0.60719925  0.04518519  1.2176566 ],[ 0.07880364 -0.41268817  0.06953832  0.9394676 ],440
441,1,[ 0.07880364 -0.41268817  0.06953832  0.9394676 ],[ 0.07054987 -0.21856903  0.08832767  0.6694204 ],441
442,1,[ 0.07054987 -0.21856903  0.08832767  0.6694204 ],[ 0.06617849 -0.02477901  0.10171608  0.4058032 ],442
443,1,[ 0.06617849 -0.02477901  0.10171608  0.4058032 ],[0.06568291 0.16876452 0.10983215 0.14684144],443
444,1,[0.06568291 0.16876452 0.10983215 0.14684144],[ 0.0690582   0.36215624  0.11276897 -0.10927247],444
445,1,[ 0.0690582   0.36215624  0.11276897 -0.10927247],[ 0.07630133  0.55549675  0.11058352 -0.36435735],445
446,1,[ 0.07630133  0.55549675  0.11058352 -0.36435735],[ 0.08741126  0.74888766  0.10329638 -0.62022644],446
447,1,[ 0.08741126  0.74888766  0.10329638 -0.62022644],[ 0.10238902  0.9424268   0.09089185 -0.8786726 ],447
448,1,[ 0.10238902  0.9424268   0.09089185 -0.8786726 ],[ 0.12123755  1.136204    0.0733184  -1.1414531 ],448
449,0,[ 0.12123755  1.136204    0.0733184  -1.1414531 ],[ 0.14396162  0.9402044   0.05048934 -0.82670724],449
450,0,[ 0.14396162  0.9402044   0.05048934 -0.82670724],[ 0.16276571  0.7444297   0.03395519 -0.51858187],450
451,0,[ 0.16276571  0.7444297   0.03395519 -0.51858187],[ 0.17765431  0.54884654  0.02358355 -0.21539536],451
452,1,[ 0.17765431  0.54884654  0.02358355 -0.21539536],[ 0.18863124  0.74362355  0.01927564 -0.5005467 ],452
453,1,[ 0.18863124  0.74362355  0.01927564 -0.5005467 ],[ 0.20350371  0.9384685   0.00926471 -0.7870932 ],453
454,0,[ 0.20350371  0.9384685   0.00926471 -0.7870932 ],[ 0.22227308  0.74322057 -0.00647715 -0.49151   ],454
455,0,[ 0.22227308  0.74322057 -0.00647715 -0.49151   ],[ 0.2371375   0.54819053 -0.01630735 -0.20087542],455
456,0,[ 0.2371375   0.54819053 -0.01630735 -0.20087542],[ 0.24810131  0.35330558 -0.02032486  0.08661902],456
457,0,[ 0.24810131  0.35330558 -0.02032486  0.08661902],[ 0.25516742  0.15848078 -0.01859248  0.37282076],457
458,0,[ 0.25516742  0.15848078 -0.01859248  0.37282076],[ 0.25833702 -0.03637218 -0.01113606  0.6595838 ],458
459,0,[ 0.25833702 -0.03637218 -0.01113606  0.6595838 ],[ 0.25760958 -0.2313374   0.00205561  0.9487396 ],459
460,1,[ 0.25760958 -0.2313374   0.00205561  0.9487396 ],[ 0.25298285 -0.03624318  0.0210304   0.65670323],460
461,1,[ 0.25298285 -0.03624318  0.0210304   0.65670323],[0.25225797 0.1585798  0.03416447 0.37071586],461
462,1,[0.25225797 0.1585798  0.03416447 0.37071586],[0.25542957 0.35320014 0.04157878 0.08899812],462
463,1,[0.25542957 0.35320014 0.04157878 0.08899812],[ 0.26249358  0.5477022   0.04335875 -0.19028218],463
464,1,[ 0.26249358  0.5477022   0.04335875 -0.19028218],[ 0.27344763  0.7421779   0.0395531  -0.46897808],464
465,1,[ 0.27344763  0.7421779   0.0395531  -0.46897808],[ 0.2882912   0.9367194   0.03017354 -0.74893653],465
466,1,[ 0.2882912   0.9367194   0.03017354 -0.74893653],[ 0.30702555  1.1314124   0.01519481 -1.0319735 ],466
467,0,[ 0.30702555  1.1314124   0.01519481 -1.0319735 ],[ 0.3296538   0.93609166 -0.00544466 -0.73455906],467
468,0,[ 0.3296538   0.93609166 -0.00544466 -0.73455906],[ 0.34837565  0.74104536 -0.02013584 -0.44359466],468
469,0,[ 0.34837565  0.74104536 -0.02013584 -0.44359466],[ 0.36319655  0.54621404 -0.02900773 -0.15732644],469
470,0,[ 0.36319655  0.54621404 -0.02900773 -0.15732644],[ 0.37412083  0.35151917 -0.03215426  0.12606594],470
471,0,[ 0.37412083  0.35151917 -0.03215426  0.12606594],[ 0.38115123  0.15687224 -0.02963294  0.40843368],471
472,0,[ 0.38115123  0.15687224 -0.02963294  0.40843368],[ 0.38428867 -0.03781729 -0.02146427  0.69162893],472
473,0,[ 0.38428867 -0.03781729 -0.02146427  0.69162893],[ 0.38353232 -0.23263496 -0.00763169  0.97747815],473
474,1,[ 0.38353232 -0.23263496 -0.00763169  0.97747815],[ 0.3788796  -0.03741151  0.01191787  0.6824078 ],474
475,1,[ 0.3788796  -0.03741151  0.01191787  0.6824078 ],[0.3781314  0.15754293 0.02556603 0.39350066],475
476,1,[0.3781314  0.15754293 0.02556603 0.39350066],[0.38128224 0.35229293 0.03343604 0.10898671],476
477,1,[0.38128224 0.35229293 0.03343604 0.10898671],[ 0.3883281   0.5469202   0.03561578 -0.17296264],477
478,1,[ 0.3883281   0.5469202   0.03561578 -0.17296264],[ 0.3992665   0.7415148   0.03215652 -0.4542006 ],478
479,1,[ 0.3992665   0.7415148   0.03215652 -0.4542006 ],[ 0.4140968   0.9361676   0.02307251 -0.7365765 ],479
480,1,[ 0.4140968   0.9361676   0.02307251 -0.7365765 ],[ 0.43282017  1.1309634   0.00834098 -1.0219097 ],480
481,0,[ 0.43282017  1.1309634   0.00834098 -1.0219097 ],[ 0.45543942  0.93573135 -0.01209722 -0.7266196 ],481
482,0,[ 0.45543942  0.93573135 -0.01209722 -0.7266196 ],[ 0.47415406  0.74077874 -0.02662961 -0.43776855],482
483,0,[ 0.47415406  0.74077874 -0.02662961 -0.43776855],[ 0.48896962  0.54604363 -0.03538498 -0.15359764],483
484,0,[ 0.48896962  0.54604363 -0.03538498 -0.15359764],[ 0.4998905   0.35144573 -0.03845693  0.12771547],484
485,0,[ 0.4998905   0.35144573 -0.03845693  0.12771547],[ 0.50691944  0.1568952  -0.03590262  0.40802196],485
486,0,[ 0.50691944  0.1568952  -0.03590262  0.40802196],[ 0.51005733 -0.03769978 -0.02774218  0.6891732 ],486
487,0,[ 0.51005733 -0.03769978 -0.02774218  0.6891732 ],[ 0.50930333 -0.23242596 -0.01395872  0.9729949 ],487
488,1,[ 0.50930333 -0.23242596 -0.01395872  0.9729949 ],[ 0.5046548  -0.03711953  0.00550118  0.6759601 ],488
489,1,[ 0.5046548  -0.03711953  0.00550118  0.6759601 ],[0.5039124  0.15792555 0.01902038 0.38501424],489
490,1,[0.5039124  0.15792555 0.01902038 0.38501424],[0.5070709  0.35277238 0.02672067 0.09838852],490
491,1,[0.5070709  0.35277238 0.02672067 0.09838852],[ 0.51412636  0.5475014   0.02868844 -0.18574578],491
492,1,[ 0.51412636  0.5475014   0.02868844 -0.18574578],[ 0.5250764   0.7422014   0.02497352 -0.46924233],492
493,1,[ 0.5250764   0.7422014   0.02497352 -0.46924233],[ 0.53992045  0.93696177  0.01558868 -0.7539504 ],493
494,1,[ 0.53992045  0.93696177  0.01558868 -0.7539504 ],[ 5.5865967e-01  1.1318654e+00  5.0966709e-04 -1.0416874e+00],494
495,1,[ 5.5865967e-01  1.1318654e+00  5.0966709e-04 -1.0416874e+00],[ 0.581297    1.3269806  -0.02032408 -1.3342103 ],495
496,0,[ 0.581297    1.3269806  -0.02032408 -1.3342103 ],[ 0.6078366   1.1321206  -0.04700829 -1.0479556 ],496
497,0,[ 0.6078366   1.1321206  -0.04700829 -1.0479556 ],[ 0.630479    0.9376529  -0.0679674  -0.77039164],497
498,0,[ 0.630479    0.9376529  -0.0679674  -0.77039164],[ 0.64923203  0.7435289  -0.08337523 -0.49984497],498
499,1,[ 0.64923203  0.7435289  -0.08337523 -0.49984497],[ 0.6641026   0.93972117 -0.09337213 -0.81759506],499
