,Action,State (Before),State (After),Total Reward
442,1,[-0.83576375 -0.5753731   0.00155217  0.8986065 ],[-0.8472712  -0.38027224  0.0195243   0.6064118 ],442
443,1,[-0.8472712  -0.38027224  0.0195243   0.6064118 ],[-0.8548767  -0.18542866  0.03165253  0.31994194],443
444,1,[-0.8548767  -0.18542866  0.03165253  0.31994194],[-0.85858524  0.00922855  0.03805137  0.03740666],444
445,1,[-0.85858524  0.00922855  0.03805137  0.03740666],[-0.85840064  0.20378476  0.03879951 -0.24303201],445
446,1,[-0.85840064  0.20378476  0.03879951 -0.24303201],[-0.854325    0.39833164  0.03393887 -0.5232285 ],446
447,1,[-0.854325    0.39833164  0.03393887 -0.5232285 ],[-0.84635836  0.5929599   0.0234743  -0.80502665],447
448,1,[-0.84635836  0.5929599   0.0234743  -0.80502665],[-0.8344991   0.78775233  0.00737376 -1.0902339 ],448
449,0,[-0.8344991   0.78775233  0.00737376 -1.0902339 ],[-0.8187441   0.59253395 -0.01443092 -0.7952465 ],449
450,0,[-0.8187441   0.59253395 -0.01443092 -0.7952465 ],[-0.8068934   0.397613   -0.03033585 -0.5071381 ],450
451,0,[-0.8068934   0.397613   -0.03033585 -0.5071381 ],[-0.79894114  0.20293133 -0.04047861 -0.2241673 ],451
452,0,[-0.79894114  0.20293133 -0.04047861 -0.2241673 ],[-0.79488254  0.00841059 -0.04496196  0.05547734],452
453,0,[-0.79488254  0.00841059 -0.04496196  0.05547734],[-0.79471433 -0.1860388  -0.04385241  0.3336423 ],453
454,0,[-0.79471433 -0.1860388  -0.04385241  0.3336423 ],[-0.7984351  -0.38051006 -0.03717956  0.6121803 ],454
455,0,[-0.7984351  -0.38051006 -0.03717956  0.6121803 ],[-0.8060453  -0.5750932  -0.02493596  0.892925  ],455
456,0,[-0.8060453  -0.5750932  -0.02493596  0.892925  ],[-0.81754714 -0.76986825 -0.00707746  1.1776663 ],456
457,1,[-0.81754714 -0.76986825 -0.00707746  1.1776663 ],[-0.8329445  -0.57465506  0.01647587  0.88277316],457
458,1,[-0.8329445  -0.57465506  0.01647587  0.88277316],[-0.84443766 -0.3797607   0.03413133  0.595315  ],458
459,1,[-0.84443766 -0.3797607   0.03413133  0.595315  ],[-0.85203284 -0.18513267  0.04603763  0.3135756 ],459
460,1,[-0.85203284 -0.18513267  0.04603763  0.3135756 ],[-0.8557355   0.00930426  0.05230914  0.03575951],460
461,1,[-0.8557355   0.00930426  0.05230914  0.03575951],[-0.8555494   0.20363858  0.05302433 -0.23997137],461
462,1,[-0.8555494   0.20363858  0.05302433 -0.23997137],[-0.85147667  0.39796454  0.04822491 -0.5154688 ],462
463,1,[-0.85147667  0.39796454  0.04822491 -0.5154688 ],[-0.84351736  0.5923754   0.03791553 -0.7925734 ],463
464,1,[-0.84351736  0.5923754   0.03791553 -0.7925734 ],[-0.83166987  0.78695685  0.02206406 -1.0730914 ],464
465,0,[-0.83166987  0.78695685  0.02206406 -1.0730914 ],[-8.1593072e-01  5.9155035e-01  6.0223561e-04 -7.7356660e-01],465
466,0,[-8.1593072e-01  5.9155035e-01  6.0223561e-04 -7.7356660e-01],[-0.8040997   0.3964201  -0.0148691  -0.48069423],466
467,0,[-0.8040997   0.3964201  -0.0148691  -0.48069423],[-0.7961713   0.20151117 -0.02448298 -0.19273451],467
468,0,[-0.7961713   0.20151117 -0.02448298 -0.19273451],[-0.7921411   0.00674785 -0.02833767  0.09212563],468
469,0,[-0.7921411   0.00674785 -0.02833767  0.09212563],[-0.79200613 -0.1879567  -0.02649516  0.37573504],469
470,0,[-0.79200613 -0.1879567  -0.02649516  0.37573504],[-0.7957652  -0.38269252 -0.01898046  0.6599476 ],470
471,1,[-0.7957652  -0.38269252 -0.01898046  0.6599476 ],[-0.8034191  -0.18731163 -0.00578151  0.3613491 ],471
472,1,[-0.8034191  -0.18731163 -0.00578151  0.3613491 ],[-0.8071653   0.00789202  0.00144548  0.06684878],472
473,1,[-0.8071653   0.00789202  0.00144548  0.06684878],[-0.8070075   0.20299321  0.00278245 -0.22537774],473
474,1,[-0.8070075   0.20299321  0.00278245 -0.22537774],[-0.80294764  0.39807528 -0.0017251  -0.5171817 ],474
475,1,[-0.80294764  0.39807528 -0.0017251  -0.5171817 ],[-0.7949861   0.5932215  -0.01206874 -0.8104077 ],475
476,0,[-0.7949861   0.5932215  -0.01206874 -0.8104077 ],[-0.7831217   0.39826694 -0.02827689 -0.52154535],476
477,0,[-0.7831217   0.39826694 -0.02827689 -0.52154535],[-0.7751564   0.2035542  -0.0387078  -0.23790526],477
478,0,[-0.7751564   0.2035542  -0.0387078  -0.23790526],[-0.77108526  0.009006   -0.0434659   0.04232119],478
479,0,[-0.77108526  0.009006   -0.0434659   0.04232119],[-0.77090514 -0.18546657 -0.04261948  0.3209796 ],479
480,0,[-0.77090514 -0.18546657 -0.04261948  0.3209796 ],[-0.77461445 -0.37995648 -0.03619989  0.5999232 ],480
481,1,[-0.77461445 -0.37995648 -0.03619989  0.5999232 ],[-0.7822136  -0.18434729 -0.02420142  0.2960612 ],481
482,1,[-0.7822136  -0.18434729 -0.02420142  0.2960612 ],[-0.78590053  0.01111117 -0.0182802  -0.00415515],482
483,1,[-0.78590053  0.01111117 -0.0182802  -0.00415515],[-0.7856783   0.20649044 -0.0183633  -0.30254918],483
484,0,[-0.7856783   0.20649044 -0.0183633  -0.30254918],[-0.7815485   0.01163496 -0.02441429 -0.01571374],484
485,0,[-0.7815485   0.01163496 -0.02441429 -0.01571374],[-0.7813158  -0.1831285  -0.02472856  0.2691673 ],485
486,0,[-0.7813158  -0.1831285  -0.02472856  0.2691673 ],[-0.7849784  -0.377889   -0.01934521  0.55394924],486
487,1,[-0.7849784  -0.377889   -0.01934521  0.55394924],[-0.7925362  -0.18250081 -0.00826623  0.2552347 ],487
488,1,[-0.7925362  -0.18250081 -0.00826623  0.2552347 ],[-0.7961862   0.01273818 -0.00316153 -0.04004403],488
489,1,[-0.7961862   0.01273818 -0.00316153 -0.04004403],[-0.7959314   0.20790532 -0.00396242 -0.33372277],489
490,1,[-0.7959314   0.20790532 -0.00396242 -0.33372277],[-0.7917733   0.40308344 -0.01063687 -0.6276526 ],490
491,1,[-0.7917733   0.40308344 -0.01063687 -0.6276526 ],[-0.7837117   0.59835225 -0.02318992 -0.9236664 ],491
492,1,[-0.7837117   0.59835225 -0.02318992 -0.9236664 ],[-0.7717446   0.7937797  -0.04166325 -1.2235459 ],492
493,0,[-0.7717446   0.7937797  -0.04166325 -1.2235459 ],[-0.75586903  0.59921837 -0.06613417 -0.9442027 ],493
494,0,[-0.75586903  0.59921837 -0.06613417 -0.9442027 ],[-0.7438846   0.4050467  -0.08501823 -0.6730112 ],494
495,0,[-0.7438846   0.4050467  -0.08501823 -0.6730112 ],[-0.7357837   0.21120292 -0.09847845 -0.408261  ],495
496,0,[-0.7357837   0.21120292 -0.09847845 -0.408261  ],[-0.73155963  0.01760513 -0.10664367 -0.14817719],496
497,0,[-0.73155963  0.01760513 -0.10664367 -0.14817719],[-0.73120755 -0.17584088 -0.10960721  0.10904951],497
498,0,[-0.73120755 -0.17584088 -0.10960721  0.10904951],[-0.73472434 -0.3692354  -0.10742622  0.36524045],498
499,0,[-0.73472434 -0.3692354  -0.10742622  0.36524045],[-0.74210906 -0.56267977 -0.10012142  0.6222117 ],499
